date,start,end,11WD8KLIN5G--13E
3072019,19:00,20:00,25
3072019,20:00,21:00,25
3072019,21:00,22:00,25
3072019,22:00,23:00,18
3072019,23:00,00:00,16
4072019,00:00,01:00,16
4072019,01:00,02:00,16
4072019,02:00,03:00,16
4072019,03:00,04:00,15
4072019,04:00,05:00,15
4072019,05:00,06:00,20
4072019,06:00,07:00,20
4072019,07:00,08:00,24
4072019,08:00,09:00,29
4072019,09:00,10:00,29
4072019,10:00,11:00,20
4072019,11:00,12:00,20
4072019,12:00,13:00,19
4072019,13:00,14:00,16
4072019,14:00,15:00,16
4072019,15:00,16:00,17
4072019,16:00,17:00,17
4072019,17:00,18:00,17
4072019,18:00,19:00,17
4072019,19:00,20:00,17
4072019,20:00,21:00,16
4072019,21:00,22:00,16
4072019,22:00,23:00,17
4072019,23:00,00:00,17
5072019,00:00,01:00,17
5072019,01:00,02:00,17
5072019,02:00,03:00,17
5072019,03:00,04:00,16
5072019,04:00,05:00,16
5072019,05:00,06:00,16
5072019,06:00,07:00,29
5072019,07:00,08:00,30
5072019,08:00,09:00,30
5072019,09:00,10:00,30
5072019,10:00,11:00,30
5072019,11:00,12:00,21
5072019,12:00,13:00,21
5072019,13:00,14:00,20
5072019,14:00,15:00,16
5072019,15:00,16:00,17
5072019,16:00,17:00,17
5072019,17:00,18:00,17
5072019,18:00,19:00,17
5072019,19:00,20:00,17
5072019,20:00,21:00,17
5072019,21:00,22:00,17
5072019,22:00,23:00,17
5072019,23:00,00:00,17
6072019,00:00,01:00,17
6072019,01:00,02:00,17
6072019,02:00,03:00,17
6072019,03:00,04:00,16
6072019,04:00,05:00,16
6072019,05:00,06:00,16
6072019,06:00,07:00,16
6072019,07:00,08:00,17
6072019,08:00,09:00,17
6072019,09:00,10:00,17
6072019,10:00,11:00,17
6072019,11:00,12:00,17
6072019,12:00,13:00,17
6072019,13:00,14:00,17
6072019,14:00,15:00,17
6072019,15:00,16:00,17
6072019,16:00,17:00,17
6072019,17:00,18:00,17
6072019,18:00,19:00,17
6072019,19:00,20:00,16
6072019,20:00,21:00,16
6072019,21:00,22:00,16
6072019,22:00,23:00,16
6072019,23:00,00:00,17
7072019,00:00,01:00,17
7072019,01:00,02:00,16
7072019,02:00,03:00,17
7072019,03:00,04:00,17
7072019,04:00,05:00,16
7072019,05:00,06:00,16
7072019,06:00,07:00,16
7072019,07:00,08:00,16
7072019,08:00,09:00,16
7072019,09:00,10:00,16
7072019,10:00,11:00,16
7072019,11:00,12:00,16
7072019,12:00,13:00,16
7072019,13:00,14:00,16
7072019,14:00,15:00,17
7072019,15:00,16:00,17
7072019,16:00,17:00,17
7072019,17:00,18:00,17
7072019,18:00,19:00,16
7072019,19:00,20:00,16
7072019,20:00,21:00,16
7072019,21:00,22:00,16
7072019,22:00,23:00,16
7072019,23:00,00:00,17
8072019,00:00,01:00,17
8072019,01:00,02:00,17
8072019,02:00,03:00,17
8072019,03:00,04:00,17
8072019,04:00,05:00,16
8072019,05:00,06:00,17
8072019,06:00,07:00,26
8072019,07:00,08:00,26
8072019,08:00,09:00,26
8072019,09:00,10:00,26
8072019,10:00,11:00,26
8072019,11:00,12:00,26
8072019,12:00,13:00,26
8072019,13:00,14:00,26
8072019,14:00,15:00,21
8072019,15:00,16:00,21
8072019,16:00,17:00,21
8072019,17:00,18:00,21
8072019,18:00,19:00,21
8072019,19:00,20:00,21
8072019,20:00,21:00,21
8072019,21:00,22:00,21
8072019,22:00,23:00,21
8072019,23:00,00:00,17
9072019,00:00,01:00,17
9072019,01:00,02:00,17
9072019,02:00,03:00,17
9072019,03:00,04:00,17
9072019,04:00,05:00,17
9072019,05:00,06:00,23
9072019,06:00,07:00,30
9072019,07:00,08:00,31
9072019,08:00,09:00,35
9072019,09:00,10:00,35
9072019,10:00,11:00,31
9072019,11:00,12:00,26
9072019,12:00,13:00,26
9072019,13:00,14:00,18
9072019,14:00,15:00,18
9072019,15:00,16:00,19
9072019,16:00,17:00,23
9072019,17:00,18:00,22
9072019,18:00,19:00,18
9072019,19:00,20:00,18
9072019,20:00,21:00,18
9072019,21:00,22:00,18
9072019,22:00,23:00,18
9072019,23:00,00:00,18
10072019,00:00,01:00,18
10072019,01:00,02:00,18
10072019,02:00,03:00,18
10072019,03:00,04:00,18
10072019,04:00,05:00,19
10072019,05:00,06:00,27
10072019,06:00,07:00,27
10072019,07:00,08:00,36
10072019,08:00,09:00,37
10072019,09:00,10:00,29
10072019,10:00,11:00,28
10072019,11:00,12:00,28
10072019,12:00,13:00,28
10072019,13:00,14:00,28
10072019,14:00,15:00,28
10072019,15:00,16:00,24
10072019,16:00,17:00,24
10072019,17:00,18:00,19
10072019,18:00,19:00,19
10072019,19:00,20:00,19
10072019,20:00,21:00,19
10072019,21:00,22:00,19
10072019,22:00,23:00,19
10072019,23:00,00:00,19
11072019,00:00,01:00,19
11072019,01:00,02:00,19
11072019,02:00,03:00,19
11072019,03:00,04:00,19
11072019,04:00,05:00,19
11072019,05:00,06:00,23
11072019,06:00,07:00,23
11072019,07:00,08:00,23
11072019,08:00,09:00,21
11072019,09:00,10:00,19
11072019,10:00,11:00,19
11072019,11:00,12:00,18
11072019,12:00,13:00,19
11072019,13:00,14:00,19
11072019,14:00,15:00,19
11072019,15:00,16:00,19
11072019,16:00,17:00,19
11072019,17:00,18:00,19
11072019,18:00,19:00,19
11072019,19:00,20:00,19
11072019,20:00,21:00,19
11072019,21:00,22:00,19
11072019,22:00,23:00,19
11072019,23:00,00:00,19
12072019,00:00,01:00,19
12072019,01:00,02:00,19
12072019,02:00,03:00,19
12072019,03:00,04:00,19
12072019,04:00,05:00,19
12072019,05:00,06:00,19
12072019,06:00,07:00,18
12072019,07:00,08:00,19
12072019,08:00,09:00,19
12072019,09:00,10:00,19
12072019,10:00,11:00,18
12072019,11:00,12:00,18
12072019,12:00,13:00,18
12072019,13:00,14:00,18
12072019,14:00,15:00,18
12072019,15:00,16:00,18
12072019,16:00,17:00,18
12072019,17:00,18:00,18
12072019,18:00,19:00,18
12072019,19:00,20:00,18
12072019,20:00,21:00,18
12072019,21:00,22:00,18
12072019,22:00,23:00,18
12072019,23:00,00:00,18
13072019,00:00,01:00,18
13072019,01:00,02:00,18
13072019,02:00,03:00,18
13072019,03:00,04:00,18
13072019,04:00,05:00,18
13072019,05:00,06:00,18
13072019,06:00,07:00,18
13072019,07:00,08:00,18
13072019,08:00,09:00,18
13072019,09:00,10:00,18
13072019,10:00,11:00,18
13072019,11:00,12:00,18
13072019,12:00,13:00,18
13072019,13:00,14:00,18
13072019,14:00,15:00,18
13072019,15:00,16:00,18
13072019,16:00,17:00,18
13072019,17:00,18:00,18
13072019,18:00,19:00,18
13072019,19:00,20:00,18
13072019,20:00,21:00,18
13072019,21:00,22:00,18
13072019,22:00,23:00,18
13072019,23:00,00:00,18
14072019,00:00,01:00,18
14072019,01:00,02:00,18
14072019,02:00,03:00,18
14072019,03:00,04:00,18
14072019,04:00,05:00,18
14072019,05:00,06:00,18
14072019,06:00,07:00,18
14072019,07:00,08:00,18
14072019,08:00,09:00,18
14072019,09:00,10:00,18
14072019,10:00,11:00,18
14072019,11:00,12:00,18
14072019,12:00,13:00,18
14072019,13:00,14:00,18
14072019,14:00,15:00,18
14072019,15:00,16:00,18
14072019,16:00,17:00,18
14072019,17:00,18:00,18
14072019,18:00,19:00,18
14072019,19:00,20:00,18
14072019,20:00,21:00,18
14072019,21:00,22:00,18
14072019,22:00,23:00,18
14072019,23:00,00:00,18
15072019,00:00,01:00,18
15072019,01:00,02:00,18
15072019,02:00,03:00,18
15072019,03:00,04:00,18
15072019,04:00,05:00,18
15072019,05:00,06:00,18
15072019,06:00,07:00,18
15072019,07:00,08:00,18
15072019,08:00,09:00,18
15072019,09:00,10:00,18
15072019,10:00,11:00,18
15072019,11:00,12:00,18
15072019,12:00,13:00,18
15072019,13:00,14:00,18
15072019,14:00,15:00,18
15072019,15:00,16:00,18
15072019,16:00,17:00,18
15072019,17:00,18:00,18
15072019,18:00,19:00,18
15072019,19:00,20:00,18
15072019,20:00,21:00,18
15072019,21:00,22:00,18
15072019,22:00,23:00,18
15072019,23:00,00:00,18
16072019,00:00,01:00,18
16072019,01:00,02:00,18
16072019,02:00,03:00,18
16072019,03:00,04:00,18
16072019,04:00,05:00,18
16072019,05:00,06:00,18
16072019,06:00,07:00,18
16072019,07:00,08:00,18
16072019,08:00,09:00,18
16072019,09:00,10:00,18
16072019,10:00,11:00,18
16072019,11:00,12:00,18
16072019,12:00,13:00,18
16072019,13:00,14:00,18
16072019,14:00,15:00,18
16072019,15:00,16:00,18
16072019,16:00,17:00,18
16072019,17:00,18:00,18
16072019,18:00,19:00,18
16072019,19:00,20:00,18
16072019,20:00,21:00,18
16072019,21:00,22:00,18
16072019,22:00,23:00,18
16072019,23:00,00:00,18
17072019,00:00,01:00,18
17072019,01:00,02:00,18
17072019,02:00,03:00,18
17072019,03:00,04:00,18
17072019,04:00,05:00,18
17072019,05:00,06:00,18
17072019,06:00,07:00,18
17072019,07:00,08:00,18
17072019,08:00,09:00,18
17072019,09:00,10:00,18
17072019,10:00,11:00,18
17072019,11:00,12:00,18
17072019,12:00,13:00,18
17072019,13:00,14:00,18
17072019,14:00,15:00,18
17072019,15:00,16:00,18
17072019,16:00,17:00,18
17072019,17:00,18:00,18
17072019,18:00,19:00,18
17072019,19:00,20:00,18
17072019,20:00,21:00,18
17072019,21:00,22:00,18
17072019,22:00,23:00,18
17072019,23:00,00:00,18
18072019,00:00,01:00,18
18072019,01:00,02:00,18
18072019,02:00,03:00,18
18072019,03:00,04:00,18
18072019,04:00,05:00,18
18072019,05:00,06:00,18
18072019,06:00,07:00,18
18072019,07:00,08:00,18
18072019,08:00,09:00,18
18072019,09:00,10:00,18
18072019,10:00,11:00,18
18072019,11:00,12:00,18
18072019,12:00,13:00,18
18072019,13:00,14:00,18
18072019,14:00,15:00,18
18072019,15:00,16:00,18
18072019,16:00,17:00,18
18072019,17:00,18:00,18
18072019,18:00,19:00,18
18072019,19:00,20:00,18
18072019,20:00,21:00,18
18072019,21:00,22:00,18
18072019,22:00,23:00,18
18072019,23:00,00:00,18
19072019,00:00,01:00,18
19072019,01:00,02:00,18
19072019,02:00,03:00,18
19072019,03:00,04:00,18
19072019,04:00,05:00,18
19072019,05:00,06:00,18
19072019,06:00,07:00,18
19072019,07:00,08:00,18
19072019,08:00,09:00,18
19072019,09:00,10:00,18
19072019,10:00,11:00,18
19072019,11:00,12:00,18
19072019,12:00,13:00,18
19072019,13:00,14:00,18
19072019,14:00,15:00,18
19072019,15:00,16:00,18
19072019,16:00,17:00,18
19072019,17:00,18:00,18
19072019,18:00,19:00,18
19072019,19:00,20:00,18
19072019,20:00,21:00,18
19072019,21:00,22:00,18
19072019,22:00,23:00,18
19072019,23:00,00:00,18
20072019,00:00,01:00,18
20072019,01:00,02:00,18
20072019,02:00,03:00,18
20072019,03:00,04:00,18
20072019,04:00,05:00,18
20072019,05:00,06:00,18
20072019,06:00,07:00,18
20072019,07:00,08:00,18
20072019,08:00,09:00,18
20072019,09:00,10:00,18
20072019,10:00,11:00,18
20072019,11:00,12:00,18
20072019,12:00,13:00,18
20072019,13:00,14:00,18
20072019,14:00,15:00,18
20072019,15:00,16:00,18
20072019,16:00,17:00,18
20072019,17:00,18:00,18
20072019,18:00,19:00,18
20072019,19:00,20:00,18
20072019,20:00,21:00,18
20072019,21:00,22:00,18
20072019,22:00,23:00,18
20072019,23:00,00:00,18
21072019,00:00,01:00,18
21072019,01:00,02:00,18
21072019,02:00,03:00,18
21072019,03:00,04:00,18
21072019,04:00,05:00,18
21072019,05:00,06:00,18
21072019,06:00,07:00,18
21072019,07:00,08:00,18
21072019,08:00,09:00,18
21072019,09:00,10:00,18
21072019,10:00,11:00,18
21072019,11:00,12:00,18
21072019,12:00,13:00,18
21072019,13:00,14:00,18
21072019,14:00,15:00,18
21072019,15:00,16:00,18
21072019,16:00,17:00,18
21072019,17:00,18:00,18
21072019,18:00,19:00,18
21072019,19:00,20:00,18
21072019,20:00,21:00,18
21072019,21:00,22:00,18
21072019,22:00,23:00,18
21072019,23:00,00:00,18
22072019,00:00,01:00,18
22072019,01:00,02:00,18
22072019,02:00,03:00,18
22072019,03:00,04:00,18
22072019,04:00,05:00,18
22072019,05:00,06:00,18
22072019,06:00,07:00,18
22072019,07:00,08:00,18
22072019,08:00,09:00,18
22072019,09:00,10:00,18
22072019,10:00,11:00,18
22072019,11:00,12:00,18
22072019,12:00,13:00,18
22072019,13:00,14:00,18
22072019,14:00,15:00,18
22072019,15:00,16:00,18
22072019,16:00,17:00,18
22072019,17:00,18:00,18
22072019,18:00,19:00,18
22072019,19:00,20:00,18
22072019,20:00,21:00,18
22072019,21:00,22:00,18
22072019,22:00,23:00,18
22072019,23:00,00:00,18
23072019,00:00,01:00,18
23072019,01:00,02:00,18
23072019,02:00,03:00,18
23072019,03:00,04:00,18
23072019,04:00,05:00,18
23072019,05:00,06:00,18
23072019,06:00,07:00,18
23072019,07:00,08:00,18
23072019,08:00,09:00,18
23072019,09:00,10:00,18
23072019,10:00,11:00,18
23072019,11:00,12:00,18
23072019,12:00,13:00,18
23072019,13:00,14:00,18
23072019,14:00,15:00,18
23072019,15:00,16:00,18
23072019,16:00,17:00,18
23072019,17:00,18:00,18
23072019,18:00,19:00,18
23072019,19:00,20:00,18
23072019,20:00,21:00,18
23072019,21:00,22:00,18
23072019,22:00,23:00,18
23072019,23:00,00:00,18
24072019,00:00,01:00,18
24072019,01:00,02:00,18
24072019,02:00,03:00,18
24072019,03:00,04:00,18
24072019,04:00,05:00,18
24072019,05:00,06:00,18
24072019,06:00,07:00,18
24072019,07:00,08:00,18
24072019,08:00,09:00,18
24072019,09:00,10:00,18
24072019,10:00,11:00,18
24072019,11:00,12:00,18
24072019,12:00,13:00,18
24072019,13:00,14:00,18
24072019,14:00,15:00,18
24072019,15:00,16:00,18
24072019,16:00,17:00,18
24072019,17:00,18:00,17
24072019,18:00,19:00,17
24072019,19:00,20:00,17
24072019,20:00,21:00,17
24072019,21:00,22:00,17
24072019,22:00,23:00,18
24072019,23:00,00:00,18
25072019,00:00,01:00,18
25072019,01:00,02:00,18
25072019,02:00,03:00,18
25072019,03:00,04:00,18
25072019,04:00,05:00,18
25072019,05:00,06:00,18
25072019,06:00,07:00,18
25072019,07:00,08:00,18
25072019,08:00,09:00,18
25072019,09:00,10:00,18
25072019,10:00,11:00,18
25072019,11:00,12:00,18
25072019,12:00,13:00,18
25072019,13:00,14:00,18
25072019,14:00,15:00,17
25072019,15:00,16:00,17
25072019,16:00,17:00,17
25072019,17:00,18:00,17
25072019,18:00,19:00,17
25072019,19:00,20:00,17
25072019,20:00,21:00,18
25072019,21:00,22:00,17
25072019,22:00,23:00,17
25072019,23:00,00:00,18
26072019,00:00,01:00,18
26072019,01:00,02:00,18
26072019,02:00,03:00,18
26072019,03:00,04:00,18
26072019,04:00,05:00,18
26072019,05:00,06:00,18
26072019,06:00,07:00,18
26072019,07:00,08:00,18
26072019,08:00,09:00,18
26072019,09:00,10:00,17
26072019,10:00,11:00,17
26072019,11:00,12:00,17
26072019,12:00,13:00,17
26072019,13:00,14:00,17
26072019,14:00,15:00,17
26072019,15:00,16:00,17
26072019,16:00,17:00,17
26072019,17:00,18:00,17
26072019,18:00,19:00,17
26072019,19:00,20:00,17
26072019,20:00,21:00,17
26072019,21:00,22:00,17
26072019,22:00,23:00,17
26072019,23:00,00:00,18
27072019,00:00,01:00,18
27072019,01:00,02:00,18
27072019,02:00,03:00,18
27072019,03:00,04:00,18
27072019,04:00,05:00,18
27072019,05:00,06:00,18
27072019,06:00,07:00,18
27072019,07:00,08:00,17
27072019,08:00,09:00,17
27072019,09:00,10:00,17
27072019,10:00,11:00,17
27072019,11:00,12:00,17
27072019,12:00,13:00,18
27072019,13:00,14:00,17
27072019,14:00,15:00,17
27072019,15:00,16:00,17
27072019,16:00,17:00,17
27072019,17:00,18:00,17
27072019,18:00,19:00,17
27072019,19:00,20:00,17
27072019,20:00,21:00,18
27072019,21:00,22:00,18
27072019,22:00,23:00,17
27072019,23:00,00:00,17
28072019,00:00,01:00,18
28072019,01:00,02:00,18
28072019,02:00,03:00,18
28072019,03:00,04:00,18
28072019,04:00,05:00,18
28072019,05:00,06:00,18
28072019,06:00,07:00,18
28072019,07:00,08:00,18
28072019,08:00,09:00,17
28072019,09:00,10:00,18
28072019,10:00,11:00,18
28072019,11:00,12:00,17
28072019,12:00,13:00,17
28072019,13:00,14:00,17
28072019,14:00,15:00,17
28072019,15:00,16:00,17
28072019,16:00,17:00,17
28072019,17:00,18:00,17
28072019,18:00,19:00,17
28072019,19:00,20:00,17
28072019,20:00,21:00,17
28072019,21:00,22:00,18
28072019,22:00,23:00,17
28072019,23:00,00:00,18
29072019,00:00,01:00,18
29072019,01:00,02:00,18
29072019,02:00,03:00,18
29072019,03:00,04:00,18
29072019,04:00,05:00,18
29072019,05:00,06:00,18
29072019,06:00,07:00,18
29072019,07:00,08:00,17
29072019,08:00,09:00,17
29072019,09:00,10:00,17
29072019,10:00,11:00,17
29072019,11:00,12:00,17
29072019,12:00,13:00,17
29072019,13:00,14:00,17
29072019,14:00,15:00,18
29072019,15:00,16:00,17
29072019,16:00,17:00,17
29072019,17:00,18:00,17
29072019,18:00,19:00,17
29072019,19:00,20:00,17
29072019,20:00,21:00,17
29072019,21:00,22:00,18
29072019,22:00,23:00,17
29072019,23:00,00:00,18
30072019,00:00,01:00,18
30072019,01:00,02:00,18
30072019,02:00,03:00,18
30072019,03:00,04:00,18
30072019,04:00,05:00,18
30072019,05:00,06:00,17
30072019,06:00,07:00,17
30072019,07:00,08:00,17
30072019,08:00,09:00,17
30072019,09:00,10:00,17
30072019,10:00,11:00,17
30072019,11:00,12:00,17
30072019,12:00,13:00,17
30072019,13:00,14:00,17
30072019,14:00,15:00,17
30072019,15:00,16:00,17
30072019,16:00,17:00,18
30072019,17:00,18:00,18
30072019,18:00,19:00,17
30072019,19:00,20:00,17
30072019,20:00,21:00,17
30072019,21:00,22:00,18
30072019,22:00,23:00,17
30072019,23:00,00:00,18
31072019,00:00,01:00,18
31072019,01:00,02:00,18
31072019,02:00,03:00,18
31072019,03:00,04:00,18
31072019,04:00,05:00,18
31072019,05:00,06:00,17
31072019,06:00,07:00,17
31072019,07:00,08:00,17
31072019,08:00,09:00,17
31072019,09:00,10:00,17
31072019,10:00,11:00,17
31072019,11:00,12:00,17
31072019,12:00,13:00,17
31072019,13:00,14:00,17
31072019,14:00,15:00,17
31072019,15:00,16:00,17
31072019,16:00,17:00,17
31072019,17:00,18:00,17
31072019,18:00,19:00,17
31072019,19:00,20:00,17
31072019,20:00,21:00,17
31072019,21:00,22:00,17
31072019,22:00,23:00,17
31072019,23:00,00:00,18
1082019,00:00,01:00,18
1082019,01:00,02:00,17
1082019,02:00,03:00,18
1082019,03:00,04:00,18
1082019,04:00,05:00,18
1082019,05:00,06:00,17
1082019,06:00,07:00,17
1082019,07:00,08:00,18
1082019,08:00,09:00,17
1082019,09:00,10:00,17
1082019,10:00,11:00,17
1082019,11:00,12:00,18
1082019,12:00,13:00,18
1082019,13:00,14:00,18
1082019,14:00,15:00,18
1082019,15:00,16:00,18
1082019,16:00,17:00,18
1082019,17:00,18:00,18
1082019,18:00,19:00,18
1082019,19:00,20:00,18
1082019,20:00,21:00,17
1082019,21:00,22:00,17
1082019,22:00,23:00,18
1082019,23:00,00:00,18
2082019,00:00,01:00,18
2082019,01:00,02:00,18
2082019,02:00,03:00,18
2082019,03:00,04:00,18
2082019,04:00,05:00,18
2082019,05:00,06:00,17
2082019,06:00,07:00,18
2082019,07:00,08:00,18
2082019,08:00,09:00,18
2082019,09:00,10:00,18
2082019,10:00,11:00,18
2082019,11:00,12:00,18
2082019,12:00,13:00,18
2082019,13:00,14:00,18
2082019,14:00,15:00,18
2082019,15:00,16:00,18
2082019,16:00,17:00,18
2082019,17:00,18:00,17
2082019,18:00,19:00,18
2082019,19:00,20:00,18
2082019,20:00,21:00,18
2082019,21:00,22:00,18
2082019,22:00,23:00,18
2082019,23:00,00:00,18
3082019,00:00,01:00,18
3082019,01:00,02:00,18
3082019,02:00,03:00,18
3082019,03:00,04:00,18
3082019,04:00,05:00,18
3082019,05:00,06:00,18
3082019,06:00,07:00,18
3082019,07:00,08:00,18
3082019,08:00,09:00,17
3082019,09:00,10:00,17
3082019,10:00,11:00,17
3082019,11:00,12:00,17
3082019,12:00,13:00,17
3082019,13:00,14:00,17
3082019,14:00,15:00,18
3082019,15:00,16:00,18
3082019,16:00,17:00,18
3082019,17:00,18:00,18
3082019,18:00,19:00,18
3082019,19:00,20:00,17
3082019,20:00,21:00,17
3082019,21:00,22:00,17
3082019,22:00,23:00,17
3082019,23:00,00:00,17
4082019,00:00,01:00,17
4082019,01:00,02:00,17
4082019,02:00,03:00,17
4082019,03:00,04:00,17
4082019,04:00,05:00,17
4082019,05:00,06:00,17
4082019,06:00,07:00,17
4082019,07:00,08:00,17
4082019,08:00,09:00,17
4082019,09:00,10:00,17
4082019,10:00,11:00,17
4082019,11:00,12:00,17
4082019,12:00,13:00,17
4082019,13:00,14:00,17
4082019,14:00,15:00,17
4082019,15:00,16:00,17
4082019,16:00,17:00,17
4082019,17:00,18:00,17
4082019,18:00,19:00,17
4082019,19:00,20:00,17
4082019,20:00,21:00,21
4082019,21:00,22:00,24
4082019,22:00,23:00,24
4082019,23:00,00:00,24
5082019,00:00,01:00,24
5082019,01:00,02:00,24
5082019,02:00,03:00,24
5082019,03:00,04:00,24
5082019,04:00,05:00,24
5082019,05:00,06:00,24
5082019,06:00,07:00,28
5082019,07:00,08:00,28
5082019,08:00,09:00,28
5082019,09:00,10:00,28
5082019,10:00,11:00,29
5082019,11:00,12:00,24
5082019,12:00,13:00,18
5082019,13:00,14:00,17
5082019,14:00,15:00,17
5082019,15:00,16:00,17
5082019,16:00,17:00,17
5082019,17:00,18:00,17
5082019,18:00,19:00,17
5082019,19:00,20:00,17
5082019,20:00,21:00,17
5082019,21:00,22:00,17
5082019,22:00,23:00,17
5082019,23:00,00:00,17
6082019,00:00,01:00,17
6082019,01:00,02:00,17
6082019,02:00,03:00,17
6082019,03:00,04:00,17
6082019,04:00,05:00,17
6082019,05:00,06:00,17
6082019,06:00,07:00,17
6082019,07:00,08:00,17
6082019,08:00,09:00,17
6082019,09:00,10:00,17
6082019,10:00,11:00,17
6082019,11:00,12:00,17
6082019,12:00,13:00,17
6082019,13:00,14:00,17
6082019,14:00,15:00,17
6082019,15:00,16:00,17
6082019,16:00,17:00,17
6082019,17:00,18:00,17
6082019,18:00,19:00,17
6082019,19:00,20:00,17
6082019,20:00,21:00,17
6082019,21:00,22:00,17
6082019,22:00,23:00,17
6082019,23:00,00:00,17
7082019,00:00,01:00,17
7082019,01:00,02:00,17
7082019,02:00,03:00,18
7082019,03:00,04:00,17
7082019,04:00,05:00,18
7082019,05:00,06:00,17
7082019,06:00,07:00,17
7082019,07:00,08:00,17
7082019,08:00,09:00,17
7082019,09:00,10:00,17
7082019,10:00,11:00,17
7082019,11:00,12:00,17
7082019,12:00,13:00,17
7082019,13:00,14:00,17
7082019,14:00,15:00,17
7082019,15:00,16:00,18
7082019,16:00,17:00,17
7082019,17:00,18:00,17
7082019,18:00,19:00,17
7082019,19:00,20:00,17
7082019,20:00,21:00,17
7082019,21:00,22:00,17
7082019,22:00,23:00,17
7082019,23:00,00:00,18
8082019,00:00,01:00,18
8082019,01:00,02:00,17
8082019,02:00,03:00,18
8082019,03:00,04:00,18
8082019,04:00,05:00,17
8082019,05:00,06:00,17
8082019,06:00,07:00,17
8082019,07:00,08:00,17
8082019,08:00,09:00,17
8082019,09:00,10:00,17
8082019,10:00,11:00,17
8082019,11:00,12:00,17
8082019,12:00,13:00,17
8082019,13:00,14:00,17
8082019,14:00,15:00,17
8082019,15:00,16:00,17
8082019,16:00,17:00,17
8082019,17:00,18:00,17
8082019,18:00,19:00,17
8082019,19:00,20:00,17
8082019,20:00,21:00,17
8082019,21:00,22:00,17
8082019,22:00,23:00,17
8082019,23:00,00:00,17
9082019,00:00,01:00,18
9082019,01:00,02:00,17
9082019,02:00,03:00,17
9082019,03:00,04:00,17
9082019,04:00,05:00,17
9082019,05:00,06:00,17
9082019,06:00,07:00,16
9082019,07:00,08:00,16
9082019,08:00,09:00,17
9082019,09:00,10:00,17
9082019,10:00,11:00,17
9082019,11:00,12:00,17
9082019,12:00,13:00,17
9082019,13:00,14:00,17
9082019,14:00,15:00,17
9082019,15:00,16:00,17
9082019,16:00,17:00,17
9082019,17:00,18:00,17
9082019,18:00,19:00,17
9082019,19:00,20:00,17
9082019,20:00,21:00,17
9082019,21:00,22:00,17
9082019,22:00,23:00,17
9082019,23:00,00:00,17
10082019,00:00,01:00,17
10082019,01:00,02:00,17
10082019,02:00,03:00,17
10082019,03:00,04:00,17
10082019,04:00,05:00,17
10082019,05:00,06:00,17
10082019,06:00,07:00,17
10082019,07:00,08:00,17
10082019,08:00,09:00,17
10082019,09:00,10:00,17
10082019,10:00,11:00,17
10082019,11:00,12:00,17
10082019,12:00,13:00,17
10082019,13:00,14:00,18
10082019,14:00,15:00,18
10082019,15:00,16:00,18
10082019,16:00,17:00,18
10082019,17:00,18:00,18
10082019,18:00,19:00,18
10082019,19:00,20:00,18
10082019,20:00,21:00,18
10082019,21:00,22:00,18
10082019,22:00,23:00,18
10082019,23:00,00:00,18
11082019,00:00,01:00,17
11082019,01:00,02:00,17
11082019,02:00,03:00,17
11082019,03:00,04:00,18
11082019,04:00,05:00,18
11082019,05:00,06:00,18
11082019,06:00,07:00,18
11082019,07:00,08:00,17
11082019,08:00,09:00,17
11082019,09:00,10:00,17
11082019,10:00,11:00,17
11082019,11:00,12:00,17
11082019,12:00,13:00,17
11082019,13:00,14:00,17
11082019,14:00,15:00,17
11082019,15:00,16:00,17
11082019,16:00,17:00,17
11082019,17:00,18:00,17
11082019,18:00,19:00,17
11082019,19:00,20:00,17
11082019,20:00,21:00,17
11082019,21:00,22:00,18
11082019,22:00,23:00,17
11082019,23:00,00:00,17
12082019,00:00,01:00,18
12082019,01:00,02:00,18
12082019,02:00,03:00,18
12082019,03:00,04:00,18
12082019,04:00,05:00,17
12082019,05:00,06:00,17
12082019,06:00,07:00,17
12082019,07:00,08:00,17
12082019,08:00,09:00,17
12082019,09:00,10:00,17
12082019,10:00,11:00,17
12082019,11:00,12:00,17
12082019,12:00,13:00,17
12082019,13:00,14:00,17
12082019,14:00,15:00,17
12082019,15:00,16:00,17
12082019,16:00,17:00,18
12082019,17:00,18:00,18
12082019,18:00,19:00,18
12082019,19:00,20:00,18
12082019,20:00,21:00,17
12082019,21:00,22:00,17
12082019,22:00,23:00,17
12082019,23:00,00:00,17
13082019,00:00,01:00,17
13082019,01:00,02:00,18
13082019,02:00,03:00,18
13082019,03:00,04:00,18
13082019,04:00,05:00,17
13082019,05:00,06:00,17
13082019,06:00,07:00,17
13082019,07:00,08:00,17
13082019,08:00,09:00,17
13082019,09:00,10:00,17
13082019,10:00,11:00,17
13082019,11:00,12:00,17
13082019,12:00,13:00,17
13082019,13:00,14:00,17
13082019,14:00,15:00,17
13082019,15:00,16:00,18
13082019,16:00,17:00,18
13082019,17:00,18:00,18
13082019,18:00,19:00,17
13082019,19:00,20:00,17
13082019,20:00,21:00,17
13082019,21:00,22:00,27
13082019,22:00,23:00,31
13082019,23:00,00:00,27
14082019,00:00,01:00,27
14082019,01:00,02:00,26
14082019,02:00,03:00,26
14082019,03:00,04:00,26
14082019,04:00,05:00,22
14082019,05:00,06:00,18
14082019,06:00,07:00,17
14082019,07:00,08:00,17
14082019,08:00,09:00,17
